"Site","years","annual","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Gnat Pass","2013","mean",-1.28,-3.77,1.49,0.74,827.62,81.32,-4.44,3.41,12.54,10.8,126.73,NA,NA,NA,NA,NA,NA
"Gnat Pass","2013","max",17.99,14.19,22.01,15.6,845.23,97.96,9.34,12.22,89.84,36.55,381.65,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","2013","min",-25.64,-30.41,-23.36,0,801.9,37.04,-27.95,0,270.08,0,3.83,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","2013","obs_na",0,0,0,0,12,0,0,0,0,0,0,365,365,365,365,365,365
"Gnat Pass","2014","mean",-1.58,-4.01,1.13,0.87,826.48,78.39,-5.34,3,14.21,9.66,127.98,NA,NA,NA,NA,NA,NA
"Gnat Pass","2014","max",16.22,11.88,21.51,19.6,847.56,98.3,9.43,9.38,89.02,33.77,396.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","2014","min",-23.71,-25.73,-21.27,0,799.98,12.34,-31.05,0,270.14,0,4.88,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","2014","obs_na",0,0,0,0,1,0,0,0,0,0,0,365,365,365,365,365,365
"Gnat Pass","2015","mean",-1.17,-3.46,1.41,1.08,826.14,80.9,-4.39,3.53,7.99,10.69,121.89,NA,NA,NA,NA,NA,NA
"Gnat Pass","2015","max",16.65,12.7,20.34,19,841.65,97.98,7.36,10.13,89.73,33.21,378.9,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","2015","min",-23.25,-27.09,-22.22,0,791.07,26.1,-27.14,0,270.03,0,6.33,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","2015","obs_na",0,0,0,0,8,0,0,0,0,0,0,365,365,365,365,365,365
"Gnat Pass","2016","mean",1.58,-0.87,4.34,1.17,827.38,80.58,-1.78,3.61,4.37,11.05,146.55,NA,NA,NA,NA,NA,NA
"Gnat Pass","2016","max",15.94,12.36,19.75,21.4,846.79,97.19,9.16,10.22,88.56,29.31,393.01,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","2016","min",-14.26,-17.94,-10.58,0,802.9,29.4,-19.82,0,270.2,0,8.99,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,267,267,267,267,267,267
"Gunnel","2018","mean",-1.45,-4.29,1.55,0.64,844.23,70.1,-7.15,2.67,1.51,10.15,63.81,NA,NA,NA,NA,NA,NA
"Gunnel","2018","max",19.55,16.82,22.87,21.6,859.6,100,6.74,6.17,89.31,20.46,239.42,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","2018","min",-21.18,-26.85,-16.74,0,816.59,21.02,-23,0,273.99,0,3.78,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,138,138,138,138,138,138
"Gunnel","2019","mean",-0.89,-4.12,2.29,1.49,844.74,72.49,-5.92,2.78,6.25,10.03,110.95,NA,NA,NA,NA,NA,NA
"Gunnel","2019","max",18.34,14.65,22.78,57.41,860.35,100,10.32,7.02,89.27,23.58,350.36,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","2019","min",-32.16,-34.51,-28.73,0,823.95,20.82,-34.9,0,270.85,0.39,4.25,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Gunnel","2020","mean",-2.04,-5.07,1.11,1.58,842.34,72.33,-6.91,3.04,3.91,11.26,110.71,NA,NA,NA,NA,NA,NA
"Gunnel","2020","max",18.08,14.62,22.39,75,865.2,100,11.1,9.57,89.5,49.31,333.11,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","2020","min",-33.02,-34.76,-31.26,0,821.93,32.29,-35.62,0,270.67,0.19,2.9,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Gunnel","2021","mean",-1.68,-4.74,1.6,1.12,841.32,69.81,-7.19,2.93,359.13,10.85,121.53,NA,NA,NA,NA,NA,NA
"Gunnel","2021","max",23.91,20.53,29.66,38.8,864.35,100,14.87,7.54,89.37,25.53,378.53,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","2021","min",-35.91,-37.82,-33.3,0,812.34,13.73,-38.67,0,271.61,0.19,3.74,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Gunnel","2022","mean",0.89,-2.31,4.23,1.42,844.69,70.39,-4.55,2.94,359.09,10.5,154.53,NA,NA,NA,NA,NA,NA
"Gunnel","2022","max",20.31,16.91,23.91,51.2,859.32,99.96,12.42,7.65,89.08,28.07,382.34,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","2022","min",-36.08,-36.78,-35.27,0,821.34,30.85,-38.75,0.92,270.79,4.09,3.94,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,270,270,270,270,270,270
"Hourglass","2012","mean",4.44,-0.07,9.07,0.89,883.36,66.61,-2.13,3.06,21.08,9.65,147.78,NA,NA,NA,NA,NA,NA
"Hourglass","2012","max",22.48,15.63,29.34,26.8,899.48,95.45,11.44,8.86,87.31,22.64,358.27,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hourglass","2012","min",-27.05,-28.66,-26.19,0,861.75,29.21,-29.75,0,271.08,0.19,6.44,Inf,Inf,Inf,Inf,Inf,Inf
"Hourglass","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,222,222,222,222,222,222
"Hourglass","2013","mean",2.7,-1.69,7,0.68,884.29,69.55,-2.88,3.13,20.35,10.22,132.34,NA,NA,NA,NA,NA,NA
"Hourglass","2013","max",22.61,16.23,31.05,24.6,900.27,94.75,13.17,10.15,89.67,25.13,367.7,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hourglass","2013","min",-28.74,-33.14,-23.25,0,862,25.81,-31.74,0.06,272.2,3.05,7.85,Inf,Inf,Inf,Inf,Inf,Inf
"Hourglass","2013","obs_na",0,0,0,0,0,0,0,0,125,0,0,365,365,365,365,365,365
"Hourglass","2014","mean",2.5,-2.11,6.89,0.63,883.74,67.09,-3.65,2.41,NA,9.56,134.26,NA,NA,NA,NA,NA,NA
"Hourglass","2014","max",24.87,18.53,32.92,25.4,907.36,96.05,11.7,10.41,-Inf,26.27,389.74,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hourglass","2014","min",-28.15,-34.43,-24.43,0,855.23,25.75,-33.49,0.11,Inf,2.66,8.89,Inf,Inf,Inf,Inf,Inf,Inf
"Hourglass","2014","obs_na",0,0,0,0,0,0,0,0,363,0,0,363,363,363,363,363,363
"Hourglass","2015","mean",3.55,-0.65,7.68,1.02,883.42,69.32,-2.16,2.41,6.57,9.55,132.75,NA,NA,NA,NA,NA,NA
"Hourglass","2015","max",22.14,17.18,28.1,46.8,903.4,93.34,11.93,7.31,80.6,19.41,366.35,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hourglass","2015","min",-25.69,-28.86,-23.57,0,862.72,19.06,-28.16,0,273.01,2.01,5.24,Inf,Inf,Inf,Inf,Inf,Inf
"Hourglass","2015","obs_na",0,0,0,0,0,0,0,0,230,0,0,365,365,365,365,365,365
"Hourglass","2016","mean",3.26,-0.72,7.33,1.63,883.2,72.13,-1.91,2.01,10.98,8.13,131.57,NA,NA,NA,NA,NA,18.45
"Hourglass","2016","max",19.01,14.34,25.52,106.6,901.81,99.23,12.45,6.16,89.5,17.63,399,-Inf,-Inf,-Inf,-Inf,-Inf,33.86
"Hourglass","2016","min",-30.34,-31.7,-28.09,0,860.14,29.15,-33.1,0,270.59,0,4.98,Inf,Inf,Inf,Inf,Inf,5.41
"Hourglass","2016","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,300
"Hourglass","2017","mean",2.02,-2.26,6.35,1.33,883.4,71.01,-3.27,2.07,18.55,8.69,136.82,NA,NA,NA,NA,NA,12.53
"Hourglass","2017","max",20.91,16.53,28.39,35,900.94,94.64,11.28,7.66,89.72,21.15,399.84,-Inf,-Inf,-Inf,-Inf,-Inf,47.45
"Hourglass","2017","min",-32.5,-35.36,-28.21,0,857.25,34.86,-35.54,0,270.31,0,8.37,Inf,Inf,Inf,Inf,Inf,0
"Hourglass","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,0
"Hourglass","2018","mean",1.97,-2.18,6.2,0.94,884.02,70.5,-3.5,1.8,30.9,8.07,127.43,NA,NA,NA,NA,NA,10.98
"Hourglass","2018","max",22.52,16.65,29.19,57,898.27,95.62,13.94,6.23,89.13,17.63,368.74,-Inf,-Inf,-Inf,-Inf,-Inf,51.77
"Hourglass","2018","min",-29.94,-32.67,-27.83,0,862.36,28.47,-32.75,0,270.02,0,4.77,Inf,Inf,Inf,Inf,Inf,0
"Hourglass","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,0
"Hourglass","2019","mean",1.72,-2.28,5.89,0.79,883.41,73.3,-3.04,1.55,26.79,-Inf,127.02,0.27,NA,NA,NA,NA,11.97
"Hourglass","2019","max",19.88,15.01,25.38,26,902.99,98,12.6,5.34,89.38,17.12,355.83,0.37,-Inf,-Inf,-Inf,-Inf,53.77
"Hourglass","2019","min",-33.08,-35.79,-29.06,0,864.21,23.01,-36.18,0,270.43,-Inf,8.63,0.05,Inf,Inf,Inf,Inf,0
"Hourglass","2019","obs_na",0,0,0,48,48,0,0,113,0,0,0,196,365,365,365,365,1
"Hourglass","2020","mean",1.57,-2.75,5.77,0.86,881.98,71.6,-3.43,1.77,30.58,-Inf,133.45,0.12,NA,NA,NA,NA,13.74
"Hourglass","2020","max",20.58,15.03,28.22,41,901.6,95.9,15.45,4.97,88.33,19.39,393.95,0.49,-Inf,-Inf,-Inf,-Inf,63.28
"Hourglass","2020","min",-33.62,-36.33,-32.44,0,859.62,38.66,-36.66,0.08,270.26,-Inf,5.87,0.04,Inf,Inf,Inf,Inf,0
"Hourglass","2020","obs_na",0,0,0,0,0,0,0,196,0,0,0,27,366,366,366,366,2
"Hourglass","2021","mean",1.96,-2.67,6.48,1.61,881.22,69.9,-3.54,1.66,31.51,8.3,136.25,0.17,NA,NA,NA,NA,12.84
"Hourglass","2021","max",29.7,21.84,36.74,48,904.16,95.11,15.5,4.79,89.38,19.39,369.36,0.55,-Inf,-Inf,-Inf,-Inf,48.74
"Hourglass","2021","min",-33.76,-36.51,-30.41,0,853.2,34,-36.92,0.02,271.83,2.01,6.29,0,Inf,Inf,Inf,Inf,0
"Hourglass","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,85,365,365,365,365,3
"Hourglass","2022","mean",2.08,-2.89,6.94,0.89,883.46,69.86,-3.41,1.61,24.77,7.94,132.9,0.14,NA,NA,NA,NA,17.46
"Hourglass","2022","max",24.21,18.44,31.28,42.6,910.11,94.04,14.39,5.29,88.67,17.63,371.97,0.38,-Inf,-Inf,-Inf,-Inf,60.11
"Hourglass","2022","min",-35.91,-38.91,-33.85,0,857.55,33.23,-39.01,0,270.78,1.51,4.05,0.01,Inf,Inf,Inf,Inf,0
"Hourglass","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,39,365,365,365,365,4
"Hourglass","2023","mean",4.26,-1.29,9.29,0.77,881.89,69.44,-1.48,1.32,28.91,-Inf,126.91,0.19,NA,NA,NA,NA,17.42
"Hourglass","2023","max",22.52,14.89,29.86,30.2,902.71,95.33,11.57,4.95,87.57,17.63,384.94,0.41,-Inf,-Inf,-Inf,-Inf,73.22
"Hourglass","2023","min",-28.84,-36.69,-23.67,0,861.4,36.22,-31.77,0,270.61,-Inf,0.6,0.06,Inf,Inf,Inf,Inf,0
"Hourglass","2023","obs_na",0,0,0,21,0,0,0,21,21,0,21,0,365,365,365,365,0
"Hourglass","2024","mean",-6.22,-10.99,-0.87,0,880.89,83.39,-8.65,0.58,3.1,4.43,32.65,0.06,NA,NA,NA,NA,4.56
"Hourglass","2024","max",-3.28,-6.42,1.32,0,886.02,88.9,-6.63,1.35,33.34,7.55,38.94,0.06,-Inf,-Inf,-Inf,-Inf,6.08
"Hourglass","2024","min",-9.77,-14.98,-3.81,0,876.33,76.78,-11.27,0.03,289.04,1.51,26.94,0.05,Inf,Inf,Inf,Inf,3.84
"Hourglass","2024","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0
"Hudson Bay Mountain","2017","mean",-2.1,-4.5,0.38,1.03,825.74,82.87,-5.22,5.27,17.71,13.4,67.92,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2017","max",17.28,14.24,20.2,29.6,844.99,100,7.86,16.78,88.96,29.23,224.68,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2017","min",-25.36,-26.49,-23.41,0,801.28,25.63,-27.48,0,270.15,0.19,7.12,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2017","obs_na",0,0,0,0,0,0,0,0,0,0,0,128,128,128,128,128,128
"Hudson Bay Mountain","2018","mean",-0.43,-2.92,2.26,0.53,826.16,80.68,-3.97,5.13,8.06,13.17,128.76,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2018","max",20.16,17.23,24.24,25.61,841.22,100,7.58,16.17,89.85,29.82,350.14,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2018","min",-22.85,-26.37,-19.75,0,802.71,25.82,-24.44,0,270.02,0.19,10.45,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2018","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Hudson Bay Mountain","2019","mean",0.26,-2.2,2.92,1.03,826.97,81.28,-2.98,5.06,10.84,-Inf,136.84,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2019","max",16.7,13.26,20.79,21.4,842.82,100,9.95,17.02,89.92,30.21,360.98,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2019","min",-28.34,-31.92,-23.2,0,800.9,37.42,-30.37,0,270.83,-Inf,8.27,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2019","obs_na",0,0,0,0,0,0,0,42,42,0,0,325,325,325,325,325,325
"Hudson Bay Mountain","2020","mean",-1.4,-3.25,0.64,1.25,824.57,91.37,-2.85,4.79,25.35,12.54,70.54,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2020","max",15.71,13.11,19.56,26.6,846.23,100,7.68,13.77,89.25,28.07,226.24,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2020","min",-13.88,-15.95,-11.61,0,802.95,37.11,-15.3,0,272.59,0,5.71,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2020","obs_na",0,0,0,0,0,0,0,0,0,0,0,136,136,136,136,136,136
"Hudson Bay Mountain","2021","mean",-1.67,-3.97,0.82,0.67,823.8,86.93,-3.92,5.55,24.61,-Inf,128.68,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2021","max",23.66,20.53,27.58,13.6,840.98,100,11.98,11.92,89.5,24.75,372.45,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2021","min",-30.24,-31.33,-28.73,0,795.68,39.96,-32.32,0.02,270.21,-Inf,6.96,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2021","obs_na",0,0,0,0,0,0,0,227,0,0,0,365,365,365,365,365,365
"Hudson Bay Mountain","2022","mean",-0.62,-3.12,2.03,0.11,826.25,82.48,-3.76,5.19,20.68,14.23,135.31,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2022","max",18.52,14.79,23.74,3,847.35,100,11.47,23.81,89.92,49.31,386.92,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2022","min",-30.35,-31.84,-29.32,0,800.33,15.35,-32.56,0,271.02,0,7.28,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2022","obs_na",0,0,0,117,0,0,0,0,0,0,0,365,365,365,365,365,365
"Hudson Bay Mountain","2023","mean",0.63,-1.87,3.37,0.48,825.01,80.53,-2.96,4.78,18.03,13.93,140.68,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2023","max",17.59,14.86,21.87,13.4,840.88,100,9.17,14.49,89.68,49.31,389.78,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2023","min",-26.31,-27.4,-25.1,0,802.23,14.92,-29.15,0,270.09,0,9.4,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Hudson Bay Mountain","2024","mean",-7.54,-9.03,-5.8,0,820.59,97.72,-7.85,3.21,29.88,9.91,23.03,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","2024","max",-4.98,-7.61,-2.6,0,826.75,99,-5.12,6.63,86.4,16.37,35.35,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","2024","min",-11.06,-11.58,-9.75,0,814.89,95.51,-11.65,1.03,348.28,5.85,14.36,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","2024","obs_na",0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7
"Kluskus","2010","mean",2.24,-4.22,8.46,0.93,885.25,77.54,-2.03,0.8,0.06,5.81,102.35,NA,NA,NA,NA,NA,NA
"Kluskus","2010","max",19.58,11.2,29.02,16.4,897.32,96.72,10.17,3.11,83.88,14.1,328.22,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2010","min",-25.35,-33.61,-21.22,0,859.56,40.9,-27.8,0,273.01,0,3.62,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,169,169,169,169,169,169
"Kluskus","2011","mean",1.06,-5.17,6.9,1.21,884.81,75.82,-3.2,1.07,1.69,7.31,117.73,NA,NA,NA,NA,NA,NA
"Kluskus","2011","max",16.6,11.9,26.82,24.6,903.73,96.31,11,3.42,86.63,18.37,339.21,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2011","min",-25.72,-34.1,-22.42,0,861.08,47.45,-29.89,0,274.01,0,3.89,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2011","obs_na",0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365
"Kluskus","2012","mean",1.33,-5.62,7.8,1.15,884.83,75.37,-3.25,0.92,5.29,6.53,127.36,NA,NA,NA,NA,NA,NA
"Kluskus","2012","max",18.86,11.61,30.67,30.61,902.63,96.22,11.34,3.49,88.68,16.7,360.84,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2012","min",-38.42,-45.99,-27.96,0,858.71,38.38,-41.39,0,270.2,0.19,2.58,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2012","obs_na",0,0,0,0,0,0,0,0,0,0,0,366,366,366,366,366,366
"Kluskus","2013","mean",4.12,-3.44,10.78,1.34,888.17,72.84,-1.14,0.97,1.13,6.95,161.95,NA,NA,NA,NA,NA,NA
"Kluskus","2013","max",19.47,10.96,29.09,35.4,901.61,94.65,11.71,3.87,89.78,16.51,366.35,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2013","min",-22.86,-30,-8.26,0,865.14,42.16,-24.76,0.01,273.24,1.48,6.96,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2013","obs_na",0,0,0,0,0,0,0,0,115,0,0,233,233,233,233,233,233
"Kluskus","2014","mean",4.14,-3.21,11.01,0.89,887.93,73.7,-0.98,0.58,NA,6.13,146.97,NA,NA,NA,NA,NA,NA
"Kluskus","2014","max",20.82,14.15,31.71,15.8,913.34,97.25,10.68,3.09,-Inf,15.11,377.54,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2014","min",-29.86,-35.79,-20.21,0,864.6,37.72,-32,0,Inf,0.25,2.9,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2014","obs_na",0,0,0,0,0,0,0,0,302,0,0,302,302,302,302,302,302
"Kluskus","2015","mean",0.97,Inf,-Inf,1.28,888.18,79.01,-2.91,0.41,NA,-Inf,134.35,NA,NA,NA,NA,NA,NA
"Kluskus","2015","max",19.63,Inf,30.04,19.6,903.35,98.3,11.57,2.21,-Inf,16.37,379.73,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2015","min",-21.85,-28.09,-Inf,0,858.65,38.79,-23.32,0,Inf,-Inf,3.83,Inf,Inf,Inf,Inf,Inf,Inf
"Kluskus","2015","obs_na",78,0,0,0,0,78,78,78,365,0,0,365,365,365,365,365,365
"Kluskus","2016","mean",2.59,-3.85,8.92,1.27,887.27,79.94,-1.19,0.39,NA,5.62,131.12,0.28,NA,NA,NA,NA,NA
"Kluskus","2016","max",17.63,11.56,28.17,20.6,904.82,99.98,11.54,3.15,-Inf,28.71,385.52,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2016","min",-28.81,-34.18,-19.75,0,862.86,45.88,-30.88,0,Inf,0,5.15,0.15,Inf,Inf,Inf,Inf,Inf
"Kluskus","2016","obs_na",0,0,0,0,0,0,0,0,366,0,0,258,366,366,366,366,366
"Kluskus","2017","mean",1.24,-6.09,8.26,0.87,887.17,77.07,-3.07,0.43,NA,5.85,132.55,0.11,NA,NA,NA,NA,NA
"Kluskus","2017","max",17.88,8.57,29.89,15.8,908.57,98.85,11.45,2.68,-Inf,14.1,379.42,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2017","min",-27.37,-35.62,-19.65,0,858.88,45.24,-31.06,0,Inf,0,6.02,0.02,Inf,Inf,Inf,Inf,Inf
"Kluskus","2017","obs_na",0,0,0,0,0,0,0,0,365,0,0,151,365,365,365,365,365
"Kluskus","2018","mean",1.89,-5.65,8.72,1,887.84,77.23,-2.48,0.41,6.13,5.68,130.32,0.21,NA,NA,NA,NA,NA
"Kluskus","2018","max",21.92,13.35,31.92,20.8,901.75,99.74,11.07,2.28,89.27,15.61,374.42,0.47,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2018","min",-26.71,-36.15,-18.08,0,863.68,42.39,-28.91,0,270.53,0.5,3.84,0.07,Inf,Inf,Inf,Inf,Inf
"Kluskus","2018","obs_na",0,0,0,0,0,0,0,0,151,0,0,0,365,365,365,365,365
"Kluskus","2019","mean",1.78,-5.07,8.33,1.31,887.54,77.88,-2.3,0.43,5.72,5.65,130.88,0.31,NA,NA,NA,NA,NA
"Kluskus","2019","max",19.2,10.71,26.77,35.6,904.45,99.39,11.76,2.56,89.75,15.61,369.38,0.52,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2019","min",-27.8,-36.15,-23.41,0,862.32,40.09,-29.95,0,270.02,0,4.04,0.09,Inf,Inf,Inf,Inf,Inf
"Kluskus","2019","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365
"Kluskus","2020","mean",2.05,-4.85,8.32,1.07,887.03,77.27,-2.06,0.61,6.89,6.67,133.37,0.42,NA,NA,NA,NA,NA
"Kluskus","2020","max",18.09,11.44,28.12,25,906.78,99.64,11.43,3,89.79,15.86,378.64,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2020","min",-37.38,-45.56,-24.21,0,864.27,46.43,-39.97,0,271.07,1.51,2.17,0.17,Inf,Inf,Inf,Inf,Inf
"Kluskus","2020","obs_na",0,0,0,48,0,0,0,0,0,0,0,115,366,366,366,366,366
"Kluskus","2021","mean",2.03,-4.99,8.25,0.91,887.23,74.02,-2.78,0.65,3.96,6.62,135.77,0.32,NA,NA,NA,NA,NA
"Kluskus","2021","max",26.52,14.84,36.15,19.2,906.29,98.83,14.08,3.82,89.9,16.37,367.18,0.46,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2021","min",-33.51,-40.6,-25.56,0,860.79,42.55,-36.12,0,271.19,0,2.95,0.06,Inf,Inf,Inf,Inf,Inf
"Kluskus","2021","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365
"Kluskus","2022","mean",1.97,-5.48,8.78,1.04,889.54,75,-2.62,0.56,10.91,6.36,135.62,0.26,NA,NA,NA,NA,NA
"Kluskus","2022","max",21.36,11.61,31.43,21,912.5,98.56,12.35,2.65,89.78,14.86,360.82,0.49,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2022","min",-37.8,-44.47,-26.91,0,861.19,47.02,-41.2,0,270.12,1.01,5.87,0.06,Inf,Inf,Inf,Inf,Inf
"Kluskus","2022","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365
"Kluskus","2023","mean",5.11,-3.05,12.32,0.86,888.34,71.09,-0.61,0.56,8.25,6.27,164.95,0.21,NA,NA,NA,NA,NA
"Kluskus","2023","max",19.7,12.46,29.36,19,905.3,98.12,12.11,2.98,89.97,14.1,362.65,0.45,-Inf,-Inf,-Inf,-Inf,-Inf
"Kluskus","2023","min",-26.33,-38.51,-19.15,0,867.28,38.2,-29.74,0,270.26,1.26,9.1,0.13,Inf,Inf,Inf,Inf,Inf
"Kluskus","2023","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,284,284,284,284,284
"Mackenzie Junction","2010","mean",6.06,0.02,11.77,1.19,929.57,71.64,0.28,1.45,331.47,7.02,136.94,NA,NA,NA,NA,27.02,NA
"Mackenzie Junction","2010","max",21.4,16.13,31.82,26.4,943.13,96.27,11.65,3.29,88.7,15.96,344,-Inf,-Inf,-Inf,-Inf,94.98,-Inf
"Mackenzie Junction","2010","min",-21.92,-26.08,-19.15,0,905.07,34.64,-27.88,0,270.2,0,3.52,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2010","obs_na",0,0,0,0,0,0,0,0,0,0,0,247,247,247,247,0,247
"Mackenzie Junction","2011","mean",0.23,-4.74,4.67,0.92,929.54,82.29,-2.75,1.45,351.9,6.66,65.29,NA,NA,NA,NA,30.58,NA
"Mackenzie Junction","2011","max",21.19,13.02,28.27,11.2,950.69,95.46,12.82,3.22,88.85,18.74,361.48,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2011","min",-25.65,-31.55,-23.78,0,904.02,45.11,-28.93,0,271.26,0,4.57,Inf,Inf,Inf,Inf,0,Inf
"Mackenzie Junction","2011","obs_na",0,0,0,92,0,0,0,0,0,0,0,187,187,187,187,0,187
"Mackenzie Junction","2012","mean",2.45,-3.66,8.37,1.17,927.82,75.21,-2.16,1.41,352.89,6.84,96.33,NA,NA,NA,NA,22.76,NA
"Mackenzie Junction","2012","max",20.81,17.3,30.44,18.2,946.76,95.94,13.88,3.29,89.79,14.47,345.2,-Inf,-Inf,-Inf,-Inf,100,-Inf
"Mackenzie Junction","2012","min",-34.99,-40.82,-27.27,0,904.83,42.56,-38.5,0.02,270.03,1.67,2.85,Inf,Inf,Inf,Inf,0,Inf
