"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Hudson Bay Mountain","Dec","mean",-7.54,-10.12,-4.95,0.06,829.96,77.11,-11.52,5.58,5.26,13.69,28.48
"Hudson Bay Mountain","Dec","max",4.29,2.16,6.59,1.2,844.99,97.9,-1.51,11.74,87.22,21.05,45.4
"Hudson Bay Mountain","Dec","min",-25.36,-26.49,-23.41,0,815.23,36.6,-27.48,1.39,271.03,6.82,8.79
"Hudson Bay Mountain","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Kluskus","Jan","mean",-8.51,-14.11,-2.97,0.76,885.38,87.58,-10.29,0.55,351.95,5.02,26.79
"Kluskus","Jan","max",4.34,3.06,9.78,17.2,901.83,99.49,0.99,3.42,84.53,16.7,62.59
"Kluskus","Jan","min",-38.42,-45.99,-27.96,0,858.82,46.42,-41.39,0,280.21,0,3.84
"Kluskus","Jan","obs_na",31,31,31,31,31,31,31,43,155,31,31
"Kluskus","Feb","mean",-6.91,-13.51,-0.45,0.63,885.52,82.06,-9.66,0.6,351.04,5.81,61.07
"Kluskus","Feb","max",5.5,2.45,12.58,18.2,903.98,99.34,0.53,3.36,82.78,15.4,131.5
"Kluskus","Feb","min",-27.37,-35.62,-21.27,0,858.65,56.29,-31.06,0,277.8,0.5,3.99
"Kluskus","Feb","obs_na",28,28,28,28,28,28,28,28,141,28,28
"Kluskus","Mar","mean",-3.29,-10.72,3.51,0.84,882.63,75.53,-7.5,0.73,355.67,6.6,115.28
"Kluskus","Mar","max",6.71,1.29,19.41,9.2,899.91,96.79,2.96,3.09,89.4,16.37,238.9
"Kluskus","Mar","min",-25.72,-33.77,-19.52,0,858.71,51.73,-28.64,0,273.83,2.27,13.58
"Kluskus","Mar","obs_na",4,4,4,4,4,4,4,4,155,4,4
"Kluskus","Apr","mean",1.5,-5.09,7.79,1.13,885.5,71.66,-3.75,0.82,7.24,7.08,171.65
"Kluskus","Apr","max",12.5,4.09,21.51,16.2,900.43,96.92,5.33,3.87,89.78,16.51,300.72
"Kluskus","Apr","min",-10.34,-24.88,-3.42,0,867.96,45.63,-17.08,0.02,273.24,2.77,37.9
"Kluskus","Apr","obs_na",0,0,0,0,0,0,0,0,152,0,0
"Kluskus","May","mean",7.58,-0.38,14.47,1.36,888.72,68.29,1.13,0.8,10.94,6.96,227.42
"Kluskus","May","max",16.1,8.84,27.16,15.6,901.61,95.73,8.66,3.26,85.23,28.71,374.42
"Kluskus","May","min",-0.54,-7.87,1.59,0,874.75,38.38,-8.43,0.07,280.03,3.15,38.22
"Kluskus","May","obs_na",0,0,0,0,0,0,0,0,186,0,0
"Kluskus","Jun","mean",10.74,3.04,17.28,1.64,888.4,68.15,4.3,0.82,15.82,7.19,239.13
"Kluskus","Jun","max",19.93,11.47,30.95,35.4,899.43,94.65,11.58,2.72,84.87,14.1,379.73
"Kluskus","Jun","min",2.45,-4.2,4.79,0,875.16,45.08,-2.56,0.04,271.66,3.53,86.5
"Kluskus","Jun","obs_na",0,0,0,0,0,0,0,0,150,0,0
"Kluskus","Jul","mean",13.34,4.64,20.76,1.73,891.31,67.27,6.37,0.74,10.09,6.72,242.02
"Kluskus","Jul","max",21.92,12.49,31.92,24.6,901.79,94.47,11.34,2.39,89.09,11.32,385.52
"Kluskus","Jul","min",5.91,-2.74,7.95,0,879.98,37.72,0.88,0.14,270.56,3.15,64.52
"Kluskus","Jul","obs_na",25,25,25,1,1,25,25,25,156,25,1
"Kluskus","Aug","mean",13.25,4.47,21.23,1.21,890.57,66.4,6.09,0.68,9.83,6.36,197.48
"Kluskus","Aug","max",20.01,14.15,30.67,30.61,902.18,97.05,11.71,1.94,88.68,14.1,315.77
"Kluskus","Aug","min",5.65,-4.2,9.31,0,873.7,40.9,-0.29,0,270.66,0.37,64
"Kluskus","Aug","obs_na",41,40,41,9,9,41,41,40,155,40,9
"Kluskus","Sep","mean",7.54,0.02,15.28,1.43,889.37,76.44,2.96,0.59,5.77,6.11,135.78
"Kluskus","Sep","max",15.38,8.57,26.82,17,903.18,98.49,11.45,2.23,88.35,13.92,233.84
"Kluskus","Sep","min",-2.36,-13.13,1.32,0,873.54,52.03,-8.55,0.01,270.2,2.52,26.81
"Kluskus","Sep","obs_na",55,55,54,30,30,55,55,54,150,54,30
"Kluskus","Oct","mean",2.18,-3.07,7.98,1.11,885.48,82.74,-0.81,0.59,0.91,6.03,69.8
"Kluskus","Oct","max",11.65,7.47,20.98,14.2,902.63,99.98,7.28,3.49,81.25,16.7,154.83
"Kluskus","Oct","min",-11.3,-19.24,-5.02,0,862.93,55.06,-13.74,0,274.93,1.76,12.18
"Kluskus","Oct","obs_na",31,31,31,31,31,31,31,31,155,31,31
"Kluskus","Nov","mean",-5.55,-10.61,-0.35,0.66,883.19,86.9,-7.49,0.55,356.42,5.23,33.6
"Kluskus","Nov","max",6.31,3.04,13.09,15.8,904.29,99.92,4.15,2.94,84.88,16.7,91.71
"Kluskus","Nov","min",-29.86,-35.79,-21.22,0,861.08,64.07,-32,0,274.01,0,2.9
"Kluskus","Nov","obs_na",30,30,30,30,30,30,30,44,150,30,30
"Kluskus","Dec","mean",-9.69,-15.37,-4.38,0.41,884.29,87.76,-11.42,0.46,353.71,4.94,21.44
"Kluskus","Dec","max",3.09,0.72,8.02,18,913.34,98.18,1.02,3.36,87.98,18.37,46.38
"Kluskus","Dec","min",-28.81,-34.18,-19.75,0,859.56,60.09,-30.88,0,270.51,0,2.58
"Kluskus","Dec","obs_na",31,31,31,31,31,31,31,42,155,31,31
"Mackenzie Junction","Jan","mean",-7.94,-11.8,-4.59,0.93,931.48,86.83,-9.79,1.1,356.51,5.3,23.09
"Mackenzie Junction","Jan","max",4.45,3.41,6.81,26.6,951.7,98,2.34,3.6,90,13.7,72.1
"Mackenzie Junction","Jan","min",-34.99,-40.82,-27.28,0,900,47.9,-38.5,0,271,0,2.9
"Mackenzie Junction","Jan","obs_na",0,0,0,31,0,0,0,21,0,21,0
"Mackenzie Junction","Feb","mean",-7.8,-13.24,-2.62,0.85,931.39,82.95,-10.31,1.11,355.51,5.96,61.57
"Mackenzie Junction","Feb","max",5.29,1.07,11.35,23,953.2,97.5,3.01,2.9,89.9,15.4,131.6
"Mackenzie Junction","Feb","min",-28.99,-36.51,-22.12,0,904.5,53.5,-31.65,0,270.1,0,10.1
"Mackenzie Junction","Feb","obs_na",18,18,18,47,18,18,18,18,18,18,18
"Mackenzie Junction","Mar","mean",-3.01,-9.16,3.15,0.85,927.8,74.03,-7.39,1.29,350.35,6.77,120.77
"Mackenzie Junction","Mar","max",7.97,4.66,17.01,16,944.8,96.4,3.45,3.4,89.8,14.5,224.8
"Mackenzie Junction","Mar","min",-24.27,-36.24,-15.91,0,905.3,43.2,-29.56,0.1,270.1,1.9,23.8
"Mackenzie Junction","Mar","obs_na",31,31,31,62,31,31,31,31,31,31,31
"Mackenzie Junction","Apr","mean",3.26,-3.2,9.53,0.79,929.07,68.22,-2.73,1.47,341.65,7.49,178.99
"Mackenzie Junction","Apr","max",12.75,6.48,23.83,17.8,943.3,94.2,5.71,3.5,89.8,13.5,294.4
"Mackenzie Junction","Apr","min",-9.84,-20.84,-3.42,0,913.7,47.9,-16.95,0.3,270.8,3.2,36.2
"Mackenzie Junction","Apr","obs_na",31,31,31,61,31,31,31,31,31,31,31
"Mackenzie Junction","May","mean",9.98,1.45,17.4,1.13,931.02,61.49,1.72,1.55,333.27,8.16,233.37
"Mackenzie Junction","May","max",18.4,12.15,28.47,18.6,942.9,95.3,9.98,3,88.6,13.5,349.2
"Mackenzie Junction","May","min",1.41,-8.6,5.21,0,918.3,32.9,-10.31,0.6,271.8,4.3,43.5
"Mackenzie Junction","May","obs_na",31,31,31,62,31,31,31,31,31,31,31
"Mackenzie Junction","Jun","mean",13.28,5.69,20.12,2.1,929.79,68.36,6.62,1.52,335.58,7.89,238.35
"Mackenzie Junction","Jun","max",21.77,17.3,32.85,46.4,942.4,95.9,14.97,2.6,89.6,18,381.6
"Mackenzie Junction","Jun","min",4.17,-1.96,6.51,0,916.3,43.8,-1.12,0.7,271.7,4.1,40.5
"Mackenzie Junction","Jun","obs_na",30,30,30,41,34,30,30,30,30,30,43
"Mackenzie Junction","Jul","mean",15.87,7.84,23.33,1.32,932.47,68.61,9.13,1.39,329.3,7.36,235.78
"Mackenzie Junction","Jul","max",23.35,16.13,35.02,26,945,95.4,14.84,2.7,89.6,14.3,368.7
"Mackenzie Junction","Jul","min",9.02,0.91,12.07,0,922.1,41.5,1.13,0.6,271.1,3.3,53.4
"Mackenzie Junction","Jul","obs_na",31,31,31,31,62,31,31,31,31,31,87
"Mackenzie Junction","Aug","mean",14.67,6.83,22.4,1.26,931.28,71.27,8.68,1.33,331.78,6.97,191.26
"Mackenzie Junction","Aug","max",20.83,14.6,33.57,25.2,945.7,95.9,14.19,2.6,90,15.4,305.7
"Mackenzie Junction","Aug","min",6.05,-2.07,11.83,0,915.4,43,0.49,0.5,270.9,3.9,43.7
"Mackenzie Junction","Aug","obs_na",8,8,7,7,12,8,8,7,7,7,70
"Mackenzie Junction","Sep","mean",9.11,2.57,16.05,1.56,930.96,78.27,5.02,1.32,337.45,6.67,121.47
"Mackenzie Junction","Sep","max",19.45,14.07,29.41,26.2,948.1,95.1,12.72,2.9,89.8,18.7,231.6
"Mackenzie Junction","Sep","min",-2.34,-9.85,4.45,0,904.3,47.4,-7.6,0.4,270.2,3.2,17.7
"Mackenzie Junction","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,60
"Mackenzie Junction","Oct","mean",3.2,-1.17,7.72,2.06,929.96,83.51,0.45,1.24,350.93,5.93,61.9
"Mackenzie Junction","Oct","max",14.36,10.25,21.27,29.2,948.4,97.4,9.93,3.3,89.3,14.3,159.5
"Mackenzie Junction","Oct","min",-14.93,-22.63,-9.68,0,908.4,57.2,-17.83,0,270.3,0,7
"Mackenzie Junction","Oct","obs_na",0,0,0,31,0,0,0,0,0,0,43
"Mackenzie Junction","Nov","mean",-4.63,-8.32,-1.34,1.16,928.83,87.08,-6.52,1.09,2.17,5.5,27.34
"Mackenzie Junction","Nov","max",9.75,6.48,14.07,21,952.4,97.8,7.34,3.3,89.9,15,78.7
"Mackenzie Junction","Nov","min",-23.97,-28.09,-19.06,0,904,52.3,-27.88,0,270.4,0,4.1
"Mackenzie Junction","Nov","obs_na",0,0,0,30,0,0,0,0,0,0,0
"Mackenzie Junction","Dec","mean",-9.19,-13.06,-5.83,0.7,930.49,88.42,-10.76,0.97,352.85,5.08,17.36
"Mackenzie Junction","Dec","max",2.07,0.69,5.36,21,961,97.8,1.33,3.2,89.7,12.4,47.3
"Mackenzie Junction","Dec","min",-30.51,-37.25,-24.11,0,905.1,67.5,-33.1,0,271.1,0,2.3
"Mackenzie Junction","Dec","obs_na",0,0,0,31,0,0,0,23,0,23,0
"McBride Peak","Jan","mean",-7.81,-9.9,-5.68,0.22,794.19,90,-9.25,3.92,356.8,10.92,35.91
"McBride Peak","Jan","max",4.55,3.35,5.46,22,812.44,100,-0.29,9.83,87.16,23.92,92.8
"McBride Peak","Jan","min",-22.84,-24.38,-21.42,0,769.76,11.84,-24.54,0,274.65,0,5.87
"McBride Peak","Jan","obs_na",115,115,116,96,135,115,143,108,220,108,97
"McBride Peak","Feb","mean",-9.13,-11.2,-6.78,0.14,792.66,89.04,-10.8,4.3,18.44,12.2,76.59
"McBride Peak","Feb","max",2.99,1.07,5.8,4.6,808.4,100,-0.69,10.13,79.24,27.09,169.31
"McBride Peak","Feb","min",-24.5,-26.85,-23.2,0,772.08,37.72,-27.74,0,293.59,0,18.58
"McBride Peak","Feb","obs_na",141,141,141,113,144,141,141,136,226,136,113
"McBride Peak","Mar","mean",-5.84,-7.93,-3.58,0.45,791.71,88.5,-7.72,4.22,353.25,12.66,128.94
"McBride Peak","Mar","max",4.12,0.58,7.29,7.8,804.49,100,0.34,9.8,86.29,35.81,244.78
"McBride Peak","Mar","min",-17.13,-20.12,-14.83,0,763.63,29.25,-23.06,0,280.73,0,48.01
"McBride Peak","Mar","obs_na",155,155,155,124,168,155,155,133,248,133,124
"McBride Peak","Apr","mean",-1.87,-4.42,1.01,0.81,793.93,80.09,-5.28,4.05,342.33,12.27,196.27
"McBride Peak","Apr","max",8.92,6.51,13.83,10.4,811.51,100,2.67,8.96,72.95,25.18,313.8
"McBride Peak","Apr","min",-12.13,-15.67,-9.89,0,781.1,45.4,-17.33,0,271.71,0,81.14
"McBride Peak","Apr","obs_na",150,150,150,120,167,150,150,120,240,120,120
"McBride Peak","May","mean",4.48,1.4,7.79,1.2,797.61,68.93,-1.53,3.63,356.58,11.98,258.17
"McBride Peak","May","max",13.84,10.66,18.03,15.8,812.29,99.85,4.82,8.99,89.03,27.7,382.55
"McBride Peak","May","min",-5.62,-7.06,-3.45,0,774.35,30.31,-9.02,0,273.06,0,83.54
"McBride Peak","May","obs_na",155,155,155,124,190,155,155,124,248,124,124
"McBride Peak","Jun","mean",6.84,3.82,10.22,2.16,798.12,74.72,1.97,3.4,344.87,12,241.67
"McBride Peak","Jun","max",18.5,14.46,22.32,21.8,808.47,100,8.63,8.2,59.71,29.5,408.27
"McBride Peak","Jun","min",-1,-2.77,-0.14,0,788.51,34.98,-4.52,1.36,271.19,6.8,65.88
"McBride Peak","Jun","obs_na",150,150,150,120,180,150,150,120,240,120,120
"McBride Peak","Jul","mean",9.28,6.26,12.79,2.78,801.61,73.22,4.22,3.34,349.24,11.73,229.08
"McBride Peak","Jul","max",18.7,15.56,22.82,32.4,810.22,100,7.68,7.35,86.5,40.82,401.09
"McBride Peak","Jul","min",1.47,-0.65,2.4,0,791.97,34.05,-1.67,1.24,273.83,6.04,40.78
"McBride Peak","Jul","obs_na",139,139,137,108,158,138,154,108,220,108,109
"McBride Peak","Aug","mean",9.76,6.73,13.16,2.19,800.9,69.51,3.94,3.31,356.71,11.4,188.68
"McBride Peak","Aug","max",19.86,16.65,23.38,24.2,810.66,99.98,9.19,6.68,88.86,26.31,315.67
"McBride Peak","Aug","min",1.81,-0.82,3.35,0,789.9,30.87,-0.35,0.75,270.97,5.29,13.95
"McBride Peak","Aug","obs_na",77,79,77,77,108,77,109,77,170,77,78
"McBride Peak","Sep","mean",4.61,2.06,7.55,1.98,798.74,77.81,0.63,3.79,339.55,11.73,130.08
"McBride Peak","Sep","max",18.02,15.58,22.11,14.2,810.4,100,8.38,9.93,89.2,23.75,253.33
"McBride Peak","Sep","min",-5.56,-8.4,-3.81,0,776.27,31.46,-9.14,0,270.84,0,21.87
"McBride Peak","Sep","obs_na",5,5,4,4,34,4,85,8,112,8,10
"McBride Peak","Oct","mean",-1.05,-3.14,1.3,0.96,795.16,84.74,-3.37,4.25,346.97,13.08,77.59
"McBride Peak","Oct","max",12.2,9.39,15.89,18,818.64,100,4.43,9.55,89.39,29.43,192.64
"McBride Peak","Oct","min",-13.15,-17.08,-10.44,0,775.73,27.92,-14.82,0,270.21,0,13.68
"McBride Peak","Oct","obs_na",0,0,0,0,38,0,93,31,113,31,31
"McBride Peak","Nov","mean",-6.84,-8.72,-4.88,0.37,792.09,88.63,-8.73,4.09,340.41,11.98,39.79
"McBride Peak","Nov","max",5.85,4.77,7.59,15.6,811.5,100,2.35,13.24,88.4,23.93,110.35
"McBride Peak","Nov","min",-27.55,-29.52,-25.56,0,774.48,11.78,-26.66,0,270.28,0,10.81
"McBride Peak","Nov","obs_na",19,19,19,20,55,19,90,69,139,67,49
"McBride Peak","Dec","mean",-9.58,-11.54,-7.64,0.05,791.83,87.12,-12.01,3.42,4.19,10.36,26.45
"McBride Peak","Dec","max",3.03,1.15,7.04,6,813.65,100,-0.89,11.06,89.5,24.49,64.98
"McBride Peak","Dec","min",-23.57,-26.08,-21.37,0,771.67,20.57,-30.29,0,270.6,0,0.6
"McBride Peak","Dec","obs_na",61,61,61,61,77,61,100,115,166,111,69
"Middlefork Creek","Jan","mean",-16.71,-23.92,-9.19,0.16,897.91,82.85,-19.12,0.92,353.89,5.14,22.71
"Middlefork Creek","Jan","max",4.77,2.03,11.77,10.6,927.18,100,-2.2,3.83,90,18.74,83.1
"Middlefork Creek","Jan","min",-43.7,-53.55,-32.48,0,868.99,44.3,-48.3,0,270.4,0,4.1
"Middlefork Creek","Jan","obs_na",62,62,62,62,62,62,62,74,62,62,63
"Middlefork Creek","Feb","mean",-14.46,-24.18,-3.77,0.13,898.61,77.95,-17.87,1.02,1.43,5.76,64.02
"Middlefork Creek","Feb","max",6.08,-0.16,11.77,4,923.27,99.5,-2.2,4.28,89.6,15.4,119.9
"Middlefork Creek","Feb","min",-37.7,-50.4,-28.05,0,874.39,51.2,-41.6,0,270.4,0,14.1
"Middlefork Creek","Feb","obs_na",56,56,56,56,56,56,56,56,56,56,56
"Middlefork Creek","Mar","mean",-11.1,-21.52,-1.82,0.2,898.09,72.94,-15.81,1.37,356.15,6.87,121.48
"Middlefork Creek","Mar","max",4.71,-1.05,19.04,4.8,918.93,97.7,-2.5,4.94,89.6,15.4,222.5
"Middlefork Creek","Mar","min",-34.55,-47.71,-21,0,871.35,44.7,-41.3,0.16,270.8,3.15,23.5
"Middlefork Creek","Mar","obs_na",62,62,62,62,62,62,62,62,62,62,62
"Middlefork Creek","Apr","mean",-1.27,-10.08,6.03,0.43,900.01,69.86,-7.52,1.45,356.57,7.73,180.51
"Middlefork Creek","Apr","max",8.98,1.6,22.09,9.6,918.51,100,3.1,4.05,90,17.07,307.3
"Middlefork Creek","Apr","min",-19.08,-35.62,-12.29,0,884.01,44.1,-24.9,0.29,270.1,2.6,26.6
"Middlefork Creek","Apr","obs_na",60,60,60,60,60,60,60,60,60,60,60
"Middlefork Creek","May","mean",6.18,-3.68,13.95,1.79,901.57,66.24,-1.79,1.37,2.74,8.36,234.68
"Middlefork Creek","May","max",14.6,8.23,26.28,26.2,917.07,100,8.4,3.76,89.4,18.18,364
"Middlefork Creek","May","min",-9.14,-19.49,-1.05,0,888.45,35.8,-15,0.06,270.4,3.15,24.9
"Middlefork Creek","May","obs_na",87,87,87,87,87,87,87,87,87,87,87
"Middlefork Creek","Jun","mean",10.4,0.17,18.02,4.03,899.9,72.42,3.98,1.21,6.23,7.99,219.85
"Middlefork Creek","Jun","max",20.39,11.38,31.92,94.2,914.33,100,13.4,4.37,90,14.09,384.9
"Middlefork Creek","Jun","min",0.64,-7.33,4.57,0,888.48,33.2,-6.7,0.06,270.7,3.15,29.7
"Middlefork Creek","Jun","obs_na",90,90,90,90,90,90,90,90,90,90,90
"Middlefork Creek","Jul","mean",12.63,2.21,21.01,3.4,902.87,74.6,6.81,1.09,10.05,7.55,223.46
"Middlefork Creek","Jul","max",19.51,11.77,32.34,54.82,916.58,100,13.7,2.62,89.6,13.92,374.5
"Middlefork Creek","Jul","min",4.83,-6.31,10.21,0,889.1,45.8,-3.5,0.25,270.1,3.71,61.9
"Middlefork Creek","Jul","obs_na",94,94,94,94,94,94,94,94,94,94,94
"Middlefork Creek","Aug","mean",11.11,1,19.86,2.72,901.68,76.5,5.87,1.09,10.2,7.05,188.17
"Middlefork Creek","Aug","max",18.42,10.99,30.31,80.2,915.86,100,13,3.25,89.6,12.62,308.2
"Middlefork Creek","Aug","min",4.08,-8.46,6.62,0,879.33,54.6,-2.3,0.04,270.6,3.52,22.8
"Middlefork Creek","Aug","obs_na",69,69,68,68,68,69,69,68,68,68,69
"Middlefork Creek","Sep","mean",6.09,-3.2,15.42,1.22,899.65,76.27,0.81,1.19,0.56,7.07,131.16
"Middlefork Creek","Sep","max",16.55,9.82,32.59,49.4,915.75,100,9.5,3.9,89.2,13.73,247.7
"Middlefork Creek","Sep","min",-3.17,-18.05,-0.15,0,876.87,45.8,-8.9,0.16,270.1,3.34,10.7
"Middlefork Creek","Sep","obs_na",43,43,42,42,42,43,43,42,42,42,43
"Middlefork Creek","Oct","mean",-1.58,-8.64,5.86,0.59,898.48,82.48,-4.9,1.14,353.55,6.17,67.99
"Middlefork Creek","Oct","max",12.01,2.46,25.17,10.2,920.44,100,4.5,4.01,89.5,16.1,146.2
"Middlefork Creek","Oct","min",-26.41,-35.06,-15.36,0,875.65,38.1,-29.5,0,272.1,0,5.6
"Middlefork Creek","Oct","obs_na",31,31,31,31,31,31,31,31,31,31,31
"Middlefork Creek","Nov","mean",-13.5,-21.55,-5.49,0.19,896.66,84.84,-15.73,0.93,355.61,5.4,30.25
"Middlefork Creek","Nov","max",4.88,-0.61,10.6,7.6,919.03,100,0.7,3.22,90,12.06,96
"Middlefork Creek","Nov","min",-35.79,-41.33,-25.19,0,872.28,48.8,-39.2,0,270.4,0,4.5
"Middlefork Creek","Nov","obs_na",30,30,30,30,30,30,30,30,30,30,32
"Middlefork Creek","Dec","mean",-19.8,-27.06,-12.86,0.06,899.29,82.83,-22.04,0.72,352.04,4.32,10.96
"Middlefork Creek","Dec","max",4.65,-0.56,10.99,6.2,929.74,99.8,-0.5,3.94,89.9,14.29,30.6
"Middlefork Creek","Dec","min",-46.5,-50.4,-37.96,0,877.32,48.4,-51.3,0,270.1,0,3.2
"Middlefork Creek","Dec","obs_na",47,47,47,47,50,47,47,53,47,47,52
"Mt Edziza","Jan","mean",-8.12,-10.02,-6.31,NA,820.51,89.12,-9.89,0.75,NA,3.27,17.92
"Mt Edziza","Jan","max",1.89,0.66,3.22,-Inf,842.1,100,-0.38,9.04,-Inf,20.18,34.41
"Mt Edziza","Jan","min",-26.04,-28.79,-22.99,Inf,795.48,32.31,-27.78,0,Inf,0,5.6
"Mt Edziza","Jan","obs_na",0,0,0,93,0,0,0,0,93,0,62
"Mt Edziza","Feb","mean",-10.27,-12.68,-7.92,NA,822.89,85.77,-12.54,1.16,NA,6.26,49.41
"Mt Edziza","Feb","max",-1.07,-1.96,0.61,-Inf,841.21,100,-1.24,9.87,-Inf,29.69,101.6
"Mt Edziza","Feb","min",-23.3,-26.91,-20.26,Inf,802.62,26.96,-27.53,0,Inf,0,9.77
"Mt Edziza","Feb","obs_na",0,0,0,85,2,0,0,0,85,0,56
"Mt Edziza","Mar","mean",-8.17,-10.47,-5.51,NA,819.85,86.92,-10.16,1.62,NA,7.45,110.78
"Mt Edziza","Mar","max",9.19,5.8,14.55,-Inf,838.59,99.43,-0.11,8.06,-Inf,19.03,197.7
"Mt Edziza","Mar","min",-23.67,-25.73,-22.22,Inf,805.32,39,-25.47,0,Inf,0,58.27
"Mt Edziza","Mar","obs_na",0,0,0,93,49,0,0,0,93,0,62
"Mt Edziza","Apr","mean",-2.57,-5.31,0.36,NA,825.61,82.58,-5.38,1.44,NA,8.22,157.6
"Mt Edziza","Apr","max",5.42,3.12,11.57,-Inf,834.3,99.87,1.83,6.66,-Inf,19.8,244.16
"Mt Edziza","Apr","min",-11.51,-13.66,-9.54,Inf,812.92,56.59,-17.34,0,Inf,0,86.76
"Mt Edziza","Apr","obs_na",0,0,0,90,32,0,0,0,90,0,60
"Mt Edziza","May","mean",2.7,-0.11,5.81,NA,829.88,78.47,-1.33,2.43,NA,11.26,195.79
"Mt Edziza","May","max",11.41,8,15.77,-Inf,841.75,100,3.08,12.1,-Inf,24.74,306.61
"Mt Edziza","May","min",-2.69,-6.33,-0.7,Inf,811.07,33.9,-6.88,0,Inf,0,59.1
"Mt Edziza","May","obs_na",0,0,0,93,33,0,0,0,93,0,62
"Mt Edziza","Jun","mean",5.86,2.48,9.61,NA,830.88,77.83,1.82,2.37,NA,10.99,212.78
"Mt Edziza","Jun","max",19.06,15.63,25.02,-Inf,842.53,99.17,7.61,9.01,-Inf,20.56,346.25
"Mt Edziza","Jun","min",-0.77,-2.45,0.36,Inf,820.7,33.1,-2.8,0,Inf,4.57,103.89
"Mt Edziza","Jun","obs_na",0,0,0,90,30,0,0,0,90,0,60
"Mt Edziza","Jul","mean",7.64,4.91,11.04,NA,833.52,86.14,5.21,1.87,NA,9.48,152.56
"Mt Edziza","Jul","max",15.38,11.88,19.67,-Inf,845.41,100,9.7,8.99,-Inf,18.65,321.61
"Mt Edziza","Jul","min",1.79,0.16,2.37,Inf,826.11,48.99,-1.23,0,Inf,0.76,40.4
"Mt Edziza","Jul","obs_na",0,0,0,75,13,0,0,0,75,0,44
"Mt Edziza","Aug","mean",8.54,5.72,11.52,2.65,834.13,81.81,5.11,2.76,NA,10.49,135.79
"Mt Edziza","Aug","max",18.17,14.24,22.85,17.6,847.4,100,8.2,9.12,-Inf,23.98,275.78
"Mt Edziza","Aug","min",1.84,0.44,3.09,0,824.27,43.45,0.52,0,Inf,3.05,50.98
"Mt Edziza","Aug","obs_na",0,0,0,36,0,0,0,0,62,0,31
"Mt Edziza","Sep","mean",2.81,0.89,5.04,1.62,828.69,89.22,1.04,3.7,NA,11.79,80.97
"Mt Edziza","Sep","max",14.66,12,19.18,13,840.65,100,7.83,12.04,-Inf,25.89,153.17
"Mt Edziza","Sep","min",-3.46,-4.96,-2.22,0,814.25,64.46,-4.9,0,Inf,1.9,21.23
"Mt Edziza","Sep","obs_na",0,0,0,51,0,0,0,0,81,0,30
"Mt Edziza","Oct","mean",-2.02,-3.58,-0.26,0.06,824.95,88.1,-4,2.31,NA,8.23,58.05
"Mt Edziza","Oct","max",6.84,4.43,9.41,0.4,843.17,100,4.1,10.67,-Inf,26.27,132.33
"Mt Edziza","Oct","min",-7,-8.5,-5.82,0,801.1,35.99,-13.35,0,Inf,0,14.41
"Mt Edziza","Oct","obs_na",0,0,0,62,0,0,0,0,93,0,31
"Mt Edziza","Nov","mean",-7.88,-9.7,-6.08,0.01,819.36,92.07,-9.16,1.57,NA,5.35,23.87
"Mt Edziza","Nov","max",-0.25,-1.79,1.04,0.2,839.6,100,-1.65,11.56,-Inf,24.36,45.09
"Mt Edziza","Nov","min",-20.58,-23.46,-16.33,0,802.09,27.95,-22.1,0,Inf,0,4.98
"Mt Edziza","Nov","obs_na",0,0,0,60,0,0,0,0,90,0,30
"Mt Edziza","Dec","mean",-10.27,-12.26,-8.34,0.03,822.97,84.64,-12.63,1.55,NA,5.48,16.86
"Mt Edziza","Dec","max",-0.37,-1.87,1.72,0.8,843.45,99.77,-2.35,10.64,-Inf,30.07,31.39
"Mt Edziza","Dec","min",-25.89,-29.12,-22.83,0,802.5,38.1,-28.46,0,Inf,0,0.6
"Mt Edziza","Dec","obs_na",0,0,0,62,0,0,0,0,93,0,31
"Nonda","Jan","mean",-10.43,-13.78,-7.15,0.15,817.65,74.6,-14.66,4.56,8.87,16.87,20.01
"Nonda","Jan","max",8.11,6.62,9.82,5.8,838.19,98.32,-2.73,20.56,86.39,46.38,57.9
"Nonda","Jan","min",-35.85,-39.58,-32.48,0,791.76,16.4,-39.1,0,273.82,0,4.98
"Nonda","Jan","obs_na",172,172,172,203,186,172,172,155,217,155,141
"Nonda","Feb","mean",-9.74,-12.66,-6.93,0.06,818.7,70.72,-14.72,5.09,25.73,16.69,59.42
"Nonda","Feb","max",6.37,4.99,7.83,3.6,838.21,100,-0.41,19.34,89.33,46.94,116.03
"Nonda","Feb","min",-35.63,-37.97,-32.48,0,801.05,16.9,-38.9,0.18,270.2,3.9,11.4
"Nonda","Feb","obs_na",170,170,170,199,170,170,170,142,198,142,142
"Nonda","Mar","mean",-10.79,-14.35,-7.27,0.09,818.62,74.17,-14.91,4.29,13.84,15.32,121.38
"Nonda","Mar","max",0.25,-2.43,3.3,4.6,836.46,99.77,-2.98,12.5,89.66,32.28,215.93
"Nonda","Mar","min",-32.76,-35.06,-29.09,0,795.39,25.08,-35.65,0.12,280.79,2.04,26.82
"Nonda","Mar","obs_na",186,186,186,217,186,186,186,155,217,155,155
